data,consumo_kw
2024-03-01,"13698,084"
2024-04-01,"15610,877"
2024-05-01,"15470,471"
2024-06-01,"15951,187"
2024-07-01,"14846,811"
2024-08-01,"10853,766"
2024-09-01,"3451,77"
2024-10-01,"30392,043"
2024-11-01,"14326,247"
2024-12-01,"13551,667"
2024-01-01,"3840,188"
2024-02-01,"3664,549"
2024-03-01,"3768,283"
2024-04-01,"3904,945"
2024-05-01,"3946,48"
2024-06-01,"3642,559"
2024-01-01,"6381,077"
2024-02-01,"5217,27"
2024-03-01,"3951,08"
2024-04-01,"4052,298"
2024-05-01,"4580,323"
2024-06-01,"5025,827"
2024-07-01,"9960,658"
2024-08-01,"8706,743"
2024-09-01,"9414,795"
2024-10-01,"12933,804"
2024-11-01,"10841,46"
2024-12-01,"10662,554"
2024-01-01,"3511,703"
2024-02-01,"3175,884"
2024-03-01,"2755,602"
2024-04-01,"2973,269"
2024-05-01,"2051,139"
2024-06-01,"2632,407"
2024-07-01,"2235,487"
2024-08-01,"2162,833"
2024-09-01,"4670,642"
2024-10-01,"5160,92"
2024-11-01,"4318,541"
2024-12-01,"2614,245"
2024-01-01,"15007,042"
2024-02-01,"13866,813"
2024-03-01,"13613,624"
2024-04-01,"13668,099"
2024-05-01,"13973,978"
2024-06-01,"13193,329"
2024-07-01,"11395,979"
2024-08-01,"9516,368"
2024-09-01,"9956,265"
2024-10-01,"9142,548"
2024-11-01,"8897,197"
2024-12-01,"9175,003"
2024-01-01,"42513,736"
2024-02-01,"42324,714"
2024-03-01,"40326,795"
2024-04-01,"43356,664"
2024-05-01,"50461,478"
2024-06-01,"42813,854"
2024-07-01,"40924,151"
2024-08-01,"43856,404"
2024-09-01,"44028,447"
2024-10-01,"46223,127"
2024-11-01,"45755,833"
2024-12-01,"41818,272"
2024-01-01,"216,404"
2024-02-01,"198,788"
2024-03-01,"229,635"
2024-04-01,"224,172"
2024-05-01,"293,104"
2024-06-01,"216,486"
2024-07-01,"202,683"
2024-08-01,"244,299"
2024-09-01,"709,448"
2024-10-01,"228,813"
2024-11-01,"188,646"
2024-12-01,"222,016"
2024-01-01,"44,043"
2024-02-01,"32,617"
2024-03-01,"77,415"
2024-04-01,"28,538"
2024-05-01,"39,956"
2024-06-01,"25,941"
2024-07-01,"41,796"
2024-08-01,"35,854"
2024-09-01,"48,53"
2024-10-01,"17,195"
2024-11-01,"53,4"
2024-12-01,"15,699"
2024-01-01,"138,377"
2024-02-01,"138,252"
2024-03-01,"133,092"
2024-04-01,"143,594"
2024-05-01,"124,347"
2024-06-01,"119,661"
2024-07-01,"109,205"
2024-08-01,"106,686"
2024-09-01,"118,959"
2024-10-01,"132,254"
2024-11-01,"127,824"
2024-12-01,"122,409"
2024-01-01,"144,824"
2024-02-01,"89,585"
2024-03-01,"96,131"
2024-04-01,"121,167"
2024-05-01,"204,254"
2024-06-01,"270,678"
2024-07-01,"339,746"
2024-08-01,"399,216"
2024-09-01,"291,488"
2024-10-01,"319,894"
2024-11-01,"191,62"
2024-12-01,"154,186"
2024-01-01,"547,074"
2024-02-01,"553,503"
2024-03-01,"397,733"
2024-04-01,"474,17"
2024-05-01,"508,514"
2024-06-01,"565,388"
2024-07-01,"801,063"
2024-08-01,"517,186"
2024-09-01,"576,49"
2024-10-01,"583,408"
2024-11-01,"420,376"
2024-12-01,"541,631"
2024-01-01,"12,248"
2024-02-01,"12,67"
2024-03-01,"12,781"
2024-04-01,"10,027"
2024-05-01,"13,095"
2024-06-01,"13,113"
2024-07-01,"9,376"
2024-08-01,"10,334"
2024-09-01,"9,915"
2024-10-01,"8,038"
2024-11-01,"10,832"
2024-12-01,"11,954"
2024-01-01,"971,417"
2024-02-01,"924,008"
2024-03-01,"982,881"
2024-04-01,"899,673"
2024-05-01,"989,1"
2024-06-01,"963,038"
2024-07-01,"970,337"
2024-08-01,"1062,037"
2024-09-01,"1028,365"
2024-10-01,"1092,811"
2024-11-01,"1050,474"
2024-12-01,"1042,956"
2024-01-01,"221,202"
2024-02-01,"165,984"
2024-03-01,"229,227"
2024-04-01,"184,774"
2024-05-01,"227,881"
2024-06-01,"182,921"
2024-07-01,"200,101"
2024-08-01,"207,763"
2024-09-01,"215,467"
2024-10-01,"208,021"
2024-11-01,"170,525"
2024-12-01,"214,528"
2024-01-01,"245,615"
2024-02-01,"244,329"
2024-03-01,"174,449"
2024-04-01,"235,685"
2024-05-01,"252,748"
2024-06-01,"278,832"
2024-07-01,"262,267"
2024-08-01,"263,885"
2024-09-01,"267,897"
2024-10-01,"267,775"
2024-11-01,"267,869"
2024-12-01,"258,824"
2024-01-01,"0,631"
2024-02-01,"1,254"
2024-03-01,"1,056"
2024-04-01,"1,087"
2024-05-01,"2,613"
2024-06-01,"5,157"
2024-07-01,"5,33"
2024-08-01,"7,288"
2024-09-01,"9,965"
2024-10-01,"7,697"
2024-11-01,"5,128"
2024-12-01,"4,557"
2024-01-01,"4811,589"
2024-02-01,"4517,647"
2024-03-01,"5638,404"
2024-04-01,"4896,871"
2024-05-01,"5002,138"
2024-06-01,"3814,083"
2024-07-01,"3323,062"
2024-08-01,"3456,83"
2024-09-01,"4134,229"
2024-10-01,"4849,151"
2024-11-01,"4297,857"
2024-12-01,"4604,855"
2024-01-01,"2343,935"
2024-02-01,"2233,122"
2024-03-01,"2725,188"
2024-04-01,"2892,576"
2024-05-01,"2481,299"
2024-06-01,"4320,399"
2024-07-01,"2869,546"
2024-08-01,"2702,453"
2024-09-01,"1653,147"
2024-10-01,"5273,077"
2024-11-01,"3346,564"
2024-12-01,"2721,752"
2024-01-01,"18629,782"
2024-02-01,"18059,889"
2024-03-01,"19225,908"
2024-04-01,"19943,768"
2024-05-01,"15941,217"
2024-06-01,"17245,441"
2024-07-01,"15085,067"
2024-08-01,"12730,876"
2024-09-01,"13370,685"
2024-10-01,"14923,868"
2024-11-01,"14888,713"
2024-12-01,"14397,277"
2024-01-01,"498,545"
2024-02-01,"445,563"
2024-03-01,"414,522"
2024-04-01,"435,472"
2024-05-01,"417,426"
2024-06-01,"391,627"
2024-07-01,"379,226"
2024-08-01,"2840,673"
2024-09-01,"2980,585"
2024-10-01,"3268,184"
2024-11-01,"3388,777"
2024-12-01,"3383,645"
2024-01-01,"1435,469"
2024-02-01,"1416,012"
2024-03-01,"1334,549"
2024-04-01,"1441,195"
2024-05-01,"1394,62"
2024-06-01,"1316,891"
2024-07-01,"1145,875"
2024-08-01,"1095,53"
2024-09-01,"1137,591"
2024-10-01,"1249,222"
2024-11-01,"1304,595"
2024-12-01,"1177,694"
2024-01-01,"25257,562"
2024-02-01,"26635,759"
2024-03-01,"35630,796"
2024-04-01,"35466,513"
2024-05-01,"35865,762"
2024-06-01,"31322,242"
2024-07-01,"26399,313"
2024-08-01,"27009,724"
2024-09-01,"32050,616"
2024-10-01,"35879,958"
2024-11-01,"31814,113"
2024-12-01,"31868,466"
2024-01-01,"5768,366"
2024-02-01,"6160,572"
2024-03-01,"5859,922"
2024-04-01,"6310,102"
2024-05-01,"5677,517"
2024-06-01,"5249,686"
2024-07-01,"4481,647"
2024-08-01,"5209,006"
2024-09-01,"5289,142"
2024-10-01,"5455,181"
2024-11-01,"5963,062"
2024-12-01,"5304,614"
2024-01-01,"5760,768"
2024-02-01,"5702,688"
2024-03-01,"5593,79"
2024-04-01,"6500,698"
2024-05-01,"6198,907"
2024-06-01,"5659,627"
2024-07-01,"4710,154"
2024-08-01,"4467,888"
2024-09-01,"4820,338"
2024-10-01,"5667,797"
2024-11-01,"5972,597"
2024-12-01,"5561,549"
2024-01-01,"72130,468"
2024-02-01,"69558,27"
2024-03-01,"70457,823"
2024-04-01,"78197,308"
2024-05-01,"73697,145"
2024-06-01,"70443,112"
2024-07-01,"61302,595"
2024-08-01,"58323,509"
2024-09-01,"63625,719"
2024-10-01,"70206,649"
2024-11-01,"72213,589"
2024-12-01,"69259,973"
2024-01-01,"2387,919"
2024-02-01,"2312,811"
2024-03-01,"2103,437"
2024-04-01,"2395,969"
2024-05-01,"2281,281"
2024-06-01,"2227,184"
2024-07-01,"1905,477"
2024-08-01,"1958,736"
2024-09-01,"2003,503"
2024-10-01,"2335,028"
2024-11-01,"2435,668"
2024-12-01,"2184,775"
2024-01-01,"1795,061"
2024-02-01,"1833,683"
2024-03-01,"1879,898"
2024-04-01,"2015,579"
2024-05-01,"1986,62"
2024-06-01,"1837,503"
2024-07-01,"1655,598"
2024-08-01,"1586,786"
2024-09-01,"1657,66"
2024-10-01,"1779,367"
2024-11-01,"1790,924"
2024-12-01,"1686,183"
2024-01-01,"74517,569"
2024-02-01,"75969,757"
2024-03-01,"94582,041"
2024-04-01,"87579,479"
2024-05-01,"92315,895"
2024-06-01,"76296,182"
2024-07-01,"67992,748"
2024-08-01,"70146,06"
2024-09-01,"80153,674"
2024-10-01,"90867,889"
2024-11-01,"84505,327"
2024-12-01,"87606,112"
2024-01-01,"370,229"
2024-02-01,"475,269"
2024-03-01,"431,272"
2024-04-01,"449,187"
2024-05-01,"419,332"
2024-06-01,"443,293"
2024-07-01,"428,628"
2024-08-01,"437,309"
2024-09-01,"412,098"
2024-10-01,"414,859"
2024-11-01,"460,124"
2024-12-01,"420,339"
2024-01-01,"47045,739"
2024-02-01,"43513,476"
2024-03-01,"45483,078"
2024-04-01,"49185,127"
2024-05-01,"47532,952"
2024-06-01,"43456,327"
2024-07-01,"37177,278"
2024-08-01,"34571,821"
2024-09-01,"35089,336"
2024-10-01,"43535,508"
2024-11-01,"43686,766"
2024-12-01,"41992,125"
2024-06-01,"367,844"
2024-07-01,"338,104"
2024-08-01,"635,855"
2024-09-01,"766,11"
2024-10-01,"861,048"
2024-11-01,"925,719"
2024-12-01,"952,688"
2024-01-01,"788,115"
2024-02-01,"742,579"
2024-03-01,"738,877"
2024-04-01,"817,735"
2024-05-01,"788,779"
2024-06-01,"700,163"
2024-07-01,"640,071"
2024-08-01,"580,2"
2024-09-01,"639,197"
2024-10-01,"698,487"
2024-11-01,"705,842"
2024-12-01,"716,936"
2024-01-01,"174864,014"
2024-02-01,"180178,971"
2024-03-01,"172082,479"
2024-04-01,"177090,861"
2024-05-01,"177929,718"
2024-06-01,"175640,655"
2024-07-01,"176760,455"
2024-08-01,"184274,034"
2024-09-01,"181626,934"
2024-10-01,"180755,951"
2024-11-01,"192270,713"
2024-12-01,"181729,241"
2024-01-01,"48829,418"
2024-02-01,"30788,043"
2024-03-01,"45654,694"
2024-04-01,"40799,734"
2024-05-01,"43804,524"
2024-06-01,"42631,285"
2024-07-01,"43141,293"
2024-08-01,"36645,257"
2024-09-01,"32087,488"
2024-10-01,"32279,865"
2024-11-01,"11645,605"
2024-12-01,"31938,275"
2024-01-01,"32,825"
2024-02-01,"18,042"
2024-03-01,"11,52"
2024-04-01,"15,423"
2024-05-01,"12,875"
2024-06-01,"12,395"
2024-07-01,"23,38"
2024-08-01,"22,741"
2024-09-01,"17,717"
2024-10-01,"29,725"
2024-11-01,"23,562"
2024-12-01,"18,115"
2024-01-01,"1216,915"
2024-02-01,"2362,645"
2024-03-01,"1955,294"
2024-04-01,"1677,386"
2024-05-01,"752,838"
2024-06-01,"2643,47"
2024-07-01,"334,876"
2024-08-01,"337,338"
2024-01-01,"94303,79"
2024-02-01,"91712,784"
2024-03-01,"89504,836"
2024-04-01,"96029,001"
2024-05-01,"92834,266"
2024-06-01,"91946,341"
2024-07-01,"86995,023"
2024-08-01,"85022,638"
2024-09-01,"89936,993"
2024-10-01,"93552,642"
2024-11-01,"93981,402"
2024-12-01,"89866,214"
2024-01-01,"3515,062"
2024-02-01,"3281,37"
2024-03-01,"2456,72"
2024-04-01,"2488,753"
2024-05-01,"2459,624"
2024-06-01,"2606,945"
2024-07-01,"2177,192"
2024-08-01,"2249,357"
2024-09-01,"2460,993"
2024-10-01,"2359,407"
2024-11-01,"2431,053"
2024-12-01,"2170,889"
2024-03-01,"916,529"
2024-04-01,"1067,759"
2024-05-01,"1091,87"
2024-06-01,"955,045"
2024-07-01,"85,214"
2024-09-01,"3172,824"
2024-10-01,"930,028"
2024-11-01,"1123,666"
2024-12-01,"1072,346"
2024-01-01,"34896,189"
2024-02-01,"34471,853"
2024-03-01,"35030,88"
2024-04-01,"33146,588"
2024-05-01,"34904,524"
2024-06-01,"35352,891"
2024-07-01,"34880,69"
2024-08-01,"36133,631"
2024-09-01,"35798,128"
2024-10-01,"37765,59"
2024-11-01,"34402,362"
2024-12-01,"35484,521"
2024-01-01,"107998,483"
2024-02-01,"103958,021"
2024-03-01,"101845,736"
2024-04-01,"111214,341"
2024-05-01,"106026,277"
2024-06-01,"118114,782"
2024-07-01,"123550,553"
2024-08-01,"126680,279"
2024-09-01,"128139,568"
2024-10-01,"126334,545"
2024-11-01,"130128,213"
2024-12-01,"126627,729"
2024-01-01,"14,609"
2024-02-01,"15,924"
2024-03-01,"13,307"
2024-04-01,"13,274"
2024-05-01,"13,94"
2024-06-01,"13,327"
2024-07-01,"11,402"
2024-08-01,"11,25"
2024-09-01,"12,159"
2024-10-01,"11,657"
2024-11-01,"12,256"
2024-12-01,"13,536"
2024-01-01,"2278,613"
2024-02-01,"2338,873"
2024-03-01,"2300,252"
2024-04-01,"2504,32"
2024-05-01,"2310,264"
2024-06-01,"2319,1"
2024-07-01,"2226,782"
2024-08-01,"2264,985"
2024-09-01,"2343,592"
2024-10-01,"2221,633"
2024-11-01,"2355,755"
2024-12-01,"2322,242"
2024-01-01,"173091,165"
2024-02-01,"159906,28"
2024-03-01,"153171,944"
2024-04-01,"157145,43"
2024-05-01,"150627,523"
2024-06-01,"153753,024"
2024-07-01,"145571,638"
2024-08-01,"145209,981"
2024-09-01,"147650,102"
2024-10-01,"143894,106"
2024-11-01,"142466,998"
2024-12-01,"136754,13"
2024-01-01,"64715,877"
2024-02-01,"65498,566"
2024-03-01,"63912,644"
2024-04-01,"73609,653"
2024-05-01,"77128,086"
2024-06-01,"78047,575"
2024-07-01,"78203,508"
2024-08-01,"82456,347"
2024-09-01,"83294,344"
2024-10-01,"87103,92"
2024-11-01,"92381,783"
2024-12-01,"91037,109"
2024-01-01,"16180,788"
2024-02-01,"15884,971"
2024-03-01,"11781,045"
2024-04-01,"12013,27"
2024-05-01,"12334,152"
2024-06-01,"10598,79"
2024-07-01,"11059,81"
2024-08-01,"18276,808"
2024-09-01,"12130,006"
2024-10-01,"13182,02"
2024-11-01,"14547,704"
2024-12-01,"14614,818"
2024-01-01,"4298,514"
2024-02-01,"2299,559"
2024-03-01,"3353,715"
2024-04-01,"2915,599"
2024-05-01,"2900,793"
2024-06-01,"3129,184"
2024-07-01,"2546,233"
2024-08-01,"3201,229"
2024-09-01,"3431,603"
2024-10-01,"3390,911"
2024-11-01,"2628,181"
2024-12-01,"3124,478"
2024-01-01,"164,608"
2024-02-01,"-54,126"
2024-03-01,"230,599"
2024-04-01,"271,609"
2024-05-01,"195,25"
2024-06-01,"173,812"
2024-07-01,"246,089"
2024-08-01,"287,491"
2024-09-01,"278,54"
2024-10-01,"232,194"
2024-11-01,"239,238"
2024-12-01,"195,331"
2024-01-01,"16721,511"
2024-02-01,"17364,32"
2024-03-01,"17296,782"
2024-04-01,"17500,827"
2024-05-01,"18138,898"
2024-06-01,"17931,463"
2024-07-01,"18564,728"
2024-08-01,"18414,688"
2024-09-01,"17670,066"
2024-10-01,"16284,223"
2024-11-01,"17712,683"
2024-12-01,"16889,088"
2024-01-01,"143287,339"
2024-02-01,"155315,904"
2024-03-01,"150230,876"
2024-04-01,"153918,91"
2024-05-01,"164287,699"
2024-06-01,"156360,131"
2024-07-01,"167191,443"
2024-08-01,"166507,335"
2024-09-01,"158918,788"
2024-10-01,"139202,743"
2024-11-01,"166985,948"
2024-12-01,"151799,373"
2024-01-01,"380747,437"
2024-02-01,"377767,464"
2024-03-01,"379988,372"
2024-04-01,"383169,203"
2024-05-01,"379182,631"
2024-06-01,"382257,357"
2024-07-01,"377672,188"
2024-08-01,"379661,197"
2024-09-01,"383350,689"
2024-10-01,"382368,387"
2024-11-01,"385416,173"
2024-12-01,"385645,586"
2024-01-01,"245125,015"
2024-02-01,"219210,609"
2024-03-01,"230932,526"
2024-04-01,"226893,964"
2024-05-01,"206651,401"
2024-06-01,"228279,466"
2024-07-01,"207368,79"
2024-08-01,"210340,911"
2024-09-01,"223989,844"
2024-10-01,"256678,092"
2024-11-01,"209080,329"
2024-12-01,"238824,393"
2024-01-01,"119592,669"
2024-02-01,"100122,283"
2024-03-01,"111877,158"
2024-04-01,"105494,651"
2024-05-01,"89978,965"
2024-06-01,"97914,598"
2024-07-01,"84309,228"
2024-08-01,"85223,534"
2024-09-01,"97800,243"
2024-10-01,"127231,545"
2024-11-01,"89321,174"
2024-12-01,"113663,345"
2024-01-01,"63346,893"
2024-02-01,"50987,771"
2024-03-01,"59467,753"
2024-04-01,"54696,713"
2024-05-01,"44827,614"
2024-06-01,"45712,828"
2024-07-01,"38505,005"
2024-08-01,"38776,079"
2024-09-01,"47072,72"
2024-10-01,"68211,773"
2024-11-01,"44014,383"
2024-12-01,"59070,905"
2024-01-01,"103453,475"
2024-02-01,"82242,15"
2024-03-01,"98389,429"
2024-04-01,"90303,161"
2024-05-01,"72852,692"
2024-06-01,"69964,755"
2024-07-01,"60602,571"
2024-08-01,"58636,318"
2024-09-01,"72605,156"
2024-10-01,"112410,078"
2024-11-01,"71820,606"
2024-12-01,"95778,982"
2024-01-01,"82660,593"
2024-02-01,"72878,125"
2024-03-01,"82977,746"
2024-04-01,"81860,448"
2024-05-01,"76996,148"
2024-06-01,"83425,687"
2024-07-01,"78551,093"
2024-08-01,"68074,236"
2024-09-01,"76442,839"
2024-10-01,"99746,128"
2024-11-01,"76786,168"
2024-12-01,"87504,153"
2024-01-01,"2203,272"
2024-02-01,"2418,662"
2024-03-01,"2299,983"
2024-04-01,"2389,76"
2024-05-01,"2563,535"
2024-06-01,"2651,984"
2024-07-01,"2807,738"
2024-08-01,"2785,921"
2024-09-01,"2658,692"
2024-10-01,"2506,089"
2024-11-01,"2560,523"
2024-12-01,"2525,922"
2024-01-01,"23148,639"
2024-02-01,"26466,353"
2024-03-01,"24321,622"
2024-04-01,"24811,164"
2024-05-01,"27749,946"
2024-06-01,"26860,011"
2024-07-01,"29095,991"
2024-08-01,"28521,048"
2024-09-01,"27174,259"
2024-10-01,"23739,666"
2024-11-01,"27406,396"
2024-12-01,"25448,752"
2024-01-01,"77483,792"
2024-02-01,"77463,6"
2024-03-01,"76441,175"
2024-04-01,"76496,483"
2024-05-01,"76769,894"
2024-06-01,"79795,43"
2024-07-01,"77365,214"
2024-08-01,"76942,675"
2024-09-01,"79381,392"
2024-10-01,"83457,921"
2024-11-01,"77417,988"
2024-12-01,"80402,855"
2024-01-01,"65421,109"
2024-02-01,"55376,341"
2024-03-01,"57931,368"
2024-04-01,"55822,254"
2024-05-01,"48860,037"
2024-06-01,"56465,208"
2024-07-01,"48227,979"
2024-08-01,"49497,618"
2024-09-01,"55111,866"
2024-10-01,"74660,351"
2024-11-01,"50146,026"
2024-12-01,"63627,304"
2024-01-01,"5,13"
2024-02-01,"5,682"
2024-03-01,"5,64"
2024-04-01,"6,12"
2024-05-01,"6,068"
2024-06-01,"6,06"
2024-07-01,"6,671"
2024-08-01,"7,11"
2024-09-01,"6,48"
2024-10-01,"5,85"
2024-11-01,"5,983"
2024-12-01,"6,84"
2024-01-01,"31,21"
2024-02-01,"35,048"
2024-03-01,"34,025"
2024-04-01,"34,057"
2024-05-01,"35,42"
2024-06-01,"37,72"
2024-07-01,"37,536"
2024-08-01,"36,699"
2024-09-01,"39,527"
2024-10-01,"37,079"
2024-11-01,"38,162"
2024-12-01,"36,969"
2024-01-01,"42,209"
2024-02-01,"38,168"
2024-03-01,"38,528"
2024-04-01,"42,421"
2024-05-01,"42,193"
2024-06-01,"43,422"
2024-07-01,"42,71"
2024-08-01,"44,895"
2024-09-01,"45,841"
2024-10-01,"50,323"
2024-11-01,"49,101"
2024-12-01,"52,64"
2024-01-01,"26,014"
2024-02-01,"23,437"
2024-03-01,"33,645"
2024-04-01,"28,862"
2024-05-01,"24,568"
2024-06-01,"29,677"
2024-07-01,"27,109"
2024-08-01,"22,378"
2024-09-01,"26,391"
2024-10-01,"35,839"
2024-11-01,"28,351"
2024-12-01,"40,392"
2024-01-01,"25,438"
2024-02-01,"28,788"
2024-03-01,"29,915"
2024-04-01,"31,229"
2024-05-01,"33,392"
2024-06-01,"36,355"
2024-07-01,"38,404"
2024-08-01,"39,982"
2024-09-01,"38,518"
2024-10-01,"34,922"
2024-11-01,"34,867"
2024-12-01,"34,169"
2024-01-01,"241,84"
2024-02-01,"266,162"
2024-03-01,"258,532"
2024-04-01,"266,941"
2024-05-01,"286,262"
2024-06-01,"277,576"
2024-07-01,"294,729"
2024-08-01,"281,738"
2024-09-01,"287,103"
2024-10-01,"268,31"
2024-11-01,"279,624"
2024-12-01,"276,473"
2024-01-01,"475,409"
2024-02-01,"474,434"
2024-03-01,"476,72"
2024-04-01,"472,748"
2024-05-01,"464,813"
2024-06-01,"492,3"
2024-07-01,"471,419"
2024-08-01,"487,593"
2024-09-01,"485,427"
2024-10-01,"548,892"
2024-11-01,"505,967"
2024-12-01,"533,124"
2024-01-01,"306,103"
2024-02-01,"236,381"
2024-03-01,"259,149"
2024-04-01,"249,13"
2024-05-01,"228,092"
2024-06-01,"245,681"
2024-07-01,"210,331"
2024-08-01,"224,322"
2024-09-01,"235,695"
2024-10-01,"324,387"
2024-11-01,"270,027"
2024-12-01,"291,025"
2024-01-01,"311,675"
2024-02-01,"373,855"
2024-03-01,"370,611"
2024-04-01,"392,01"
2024-05-01,"416,487"
2024-06-01,"423,81"
2024-07-01,"470,647"
2024-08-01,"468,626"
2024-09-01,"460,302"
2024-10-01,"497,739"
2024-11-01,"538,918"
2024-12-01,"501,097"
2024-01-01,"3549,753"
2024-02-01,"4226,279"
2024-03-01,"4099,918"
2024-04-01,"4341,194"
2024-05-01,"4638,049"
2024-06-01,"4519,444"
2024-07-01,"4879,968"
2024-08-01,"4810,166"
2024-09-01,"4867,763"
2024-10-01,"4986,543"
2024-11-01,"5653,257"
2024-12-01,"5162,032"
2024-01-01,"6953,847"
2024-02-01,"7086,391"
2024-03-01,"7264,634"
2024-04-01,"7533,544"
2024-05-01,"7253,53"
2024-06-01,"7439,683"
2024-07-01,"7295,602"
2024-08-01,"7381,524"
2024-09-01,"8060,454"
2024-10-01,"10224,551"
2024-11-01,"9082,881"
2024-12-01,"9620,667"
2024-01-01,"5890,034"
2024-02-01,"5036,632"
2024-03-01,"5576,289"
2024-04-01,5565
2024-05-01,"4711,399"
2024-06-01,"5061,147"
2024-07-01,"4463,801"
2024-08-01,"4591,057"
2024-09-01,"5528,005"
2024-10-01,"9134,222"
2024-11-01,"6049,034"
2024-12-01,"7633,212"
2024-03-01,"0,125"
2024-04-01,"0,296"
2024-07-01,"0,1"
2024-10-01,"0,076"
2024-03-01,"0,109"
2024-04-01,"0,13"
2024-05-01,"0,111"
2024-06-01,"0,119"
2024-07-01,"0,113"
2024-08-01,"0,137"
2024-09-01,"0,116"
2024-10-01,"0,116"
2024-11-01,"0,146"
2024-12-01,"0,119"
2024-03-01,"0,988"
2024-04-01,"0,494"
2024-05-01,"0,302"
2024-06-01,"0,277"
2024-07-01,"0,309"
2024-08-01,"0,217"
2024-09-01,"0,301"
2024-10-01,"0,304"
2024-11-01,"0,267"
2024-12-01,"0,292"
2024-01-01,"33214,214"
2024-02-01,"34118,351"
2024-03-01,"35887,982"
2024-04-01,"35132,49"
2024-05-01,"33215,352"
2024-06-01,"34675,358"
2024-07-01,"33285,022"
2024-08-01,"37920,313"
2024-09-01,"38725,795"
2024-10-01,"42589,381"
2024-11-01,"34810,187"
2024-12-01,"37403,087"
2024-01-01,"838051,132"
2024-02-01,"779626,756"
2024-03-01,"861653,382"
2024-04-01,"847665,495"
2024-05-01,"868960,573"
2024-06-01,"850823,77"
2024-07-01,"918581,157"
2024-08-01,"919994,714"
2024-09-01,"871496,383"
2024-10-01,"884765,25"
2024-11-01,"824588,963"
2024-12-01,"892064,165"
2024-01-01,"7406,949"
2024-02-01,"7829,083"
2024-03-01,"9174,61"
2024-04-01,"8572,852"
2024-05-01,"8585,644"
2024-06-01,"8108,865"
2024-07-01,"9374,286"
2024-08-01,"8540,978"
2024-09-01,"4894,034"
2024-10-01,"5523,287"
2024-11-01,"9939,347"
2024-12-01,"9236,116"
2024-01-01,"1350359,297"
2024-02-01,"1305213,672"
2024-03-01,"1420435,675"
2024-04-01,"1412396,016"
2024-05-01,"1416632,925"
2024-06-01,"1400074,879"
2024-07-01,"1459497,108"
2024-08-01,"1490650,013"
2024-09-01,"1411063,112"
2024-10-01,"1417708,979"
2024-11-01,"1405877,637"
2024-12-01,"1393146,019"
2024-01-01,"26,178"
2024-02-01,"24,212"
2024-03-01,"25,723"
2024-04-01,"24,677"
2024-05-01,"23,371"
2024-01-01,"33583,214"
2024-02-01,"31456,68"
2024-03-01,"33744,122"
2024-04-01,"32630,606"
2024-05-01,"32343,925"
2024-06-01,"24978,495"
2024-07-01,"26458,861"
2024-08-01,"29697,55"
2024-09-01,"28388,671"
2024-10-01,"30503,598"
2024-11-01,"31067,099"
2024-12-01,"28480,331"
2024-01-01,"993,546"
2024-02-01,"1091,701"
2024-03-01,"1261,682"
2024-04-01,"994,318"
2024-05-01,"317,209"
2024-06-01,"312,884"
2024-07-01,"344,496"
2024-08-01,"194,471"
2024-09-01,"130,525"
2024-10-01,"100,983"
2024-11-01,"39,282"
2024-12-01,"72,473"
2024-01-01,"5830,495"
2024-02-01,"6422,71"
2024-03-01,"7044,351"
2024-04-01,"7121,386"
2024-05-01,"7269,896"
2024-06-01,"6911,68"
2024-07-01,"7405,811"
2024-08-01,"7937,98"
2024-09-01,"7511,02"
2024-10-01,"8260,792"
2024-11-01,"8106,438"
2024-12-01,"8107,108"
2024-01-01,"82979,418"
2024-02-01,"81092,398"
2024-03-01,"81747,98"
2024-04-01,"82041,425"
2024-05-01,"80075,086"
2024-06-01,"79288,063"
2024-07-01,"81999,081"
2024-08-01,"73576,433"
2024-09-01,"68354,354"
2024-10-01,"71913,771"
2024-11-01,"61518,402"
2024-12-01,"53509,719"
2024-01-01,"483032,96"
2024-02-01,"477854,292"
2024-03-01,"509359,117"
2024-04-01,"515268,053"
2024-05-01,"519102,3"
2024-06-01,"505557,985"
2024-07-01,"545425,665"
2024-08-01,"551121,289"
2024-09-01,"538488,483"
2024-10-01,"572701,261"
2024-11-01,"541435,962"
2024-12-01,"502847,919"
2024-01-01,"198918,532"
2024-02-01,"185692,913"
2024-03-01,"193538,485"
2024-04-01,"190106,758"
2024-05-01,"177533,495"
2024-06-01,"177133,706"
2024-07-01,"163922,333"
2024-08-01,"166264,202"
2024-09-01,"177364,542"
2024-10-01,"205236,257"
2024-11-01,"176957,187"
2024-12-01,"193095,843"
2024-02-01,"20,987"
2024-03-01,"19,329"
2024-04-01,"16,983"
2024-05-01,"11,2"
2024-06-01,"11,2"
2024-07-01,"7,35"
2024-08-01,"16,625"
2024-09-01,"19,653"
2024-10-01,"10,5"
2024-11-01,"10,85"
2024-12-01,"12,37"
2024-06-01,"0,033"
2024-07-01,"5,951"
2024-08-01,"4,951"
2024-09-01,"3,508"
2024-10-01,"3,596"
2024-11-01,"3,472"
2024-12-01,"2,92"
2024-01-01,"37799,408"
2024-02-01,"34940,3"
2024-03-01,"37090,185"
2024-04-01,"35594,251"
2024-05-01,"32454,337"
2024-06-01,"30077,462"
2024-07-01,"29396,99"
2024-08-01,"28735,744"
2024-09-01,"28857,779"
2024-10-01,"30276,489"
2024-11-01,"27162,433"
2024-12-01,"26586,443"
2024-01-01,"116109,715"
