id_acesso,usuario,data_hora,ip_origem,status,departamento,status_contrato,usuario_encontrado_rh,usuario_ativo,fora_horario,ip_externo
144,tiago_suporte,2023-11-03 06:37:40,31.5.232.130,Sucesso,,,False,False,True,True
147,rafael_ops,2023-11-10 23:50:25,192.168.1.28,Sucesso,,,False,False,True,False
148,carlos_rh,2023-11-10 23:37:32,192.168.1.246,Sucesso,,,False,False,True,False
149,marina_mkt,2023-12-08 18:25:02,192.168.1.95,Falha,,,False,False,True,False
150,bruna_ads,2023-11-14 05:13:16,192.168.1.53,Sucesso,,,False,False,True,False
151,rafael_ops,2023-12-07 22:02:10,200.45.141.205,Sucesso,,,False,False,True,True
152,bruna_ads,2023-11-11 19:30:38,192.168.1.232,Sucesso,,,False,False,True,False
154,carlos_rh,2023-12-04 03:46:56,163.78.188.211,Sucesso,,,False,False,True,True
157,sandra_gp,2023-11-10 18:12:00,79.125.108.235,Sucesso,,,False,False,True,True
158,carlos_rh,2023-11-16 20:27:04,148.25.128.85,Falha,,,False,False,True,True
159,tiago_suporte,2023-11-16 20:26:13,192.168.1.188,Sucesso,,,False,False,True,False
162,paulo_fin,2023-11-17 01:58:11,196.234.187.249,Sucesso,,,False,False,True,True
164,camila_dp,2023-11-29 19:43:46,192.168.1.35,Sucesso,,,False,False,True,False
167,rafael_ops,2023-12-06 23:10:19,11.70.4.195,Sucesso,,,False,False,True,True
171,renato_log,2023-11-29 01:35:03,192.168.1.44,Sucesso,,,False,False,True,False
173,rafael_ops,2023-10-29 07:25:07,192.168.1.26,Sucesso,,,False,False,True,False
174,lucas_ti,2023-11-11 03:58:36,192.168.1.157,Sucesso,,,False,False,True,False
175,tiago_suporte,2023-11-06 00:39:10,110.222.201.26,Sucesso,,,False,False,True,True
176,fernanda_sup,2023-11-10 03:13:53,200.51.250.241,Falha,,,False,False,True,True
178,fernanda_sup,2023-11-27 00:18:10,205.80.9.28,Sucesso,,,False,False,True,True
181,aline_com,2023-12-07 01:20:50,192.168.1.48,Sucesso,,,False,False,True,False
183,tiago_suporte,2023-12-02 22:41:20,194.145.228.73,Falha,,,False,False,True,True
186,paulo_fin,2023-11-03 23:48:03,246.180.117.16,Falha,,,False,False,True,True
188,tiago_suporte,2023-12-07 20:41:39,192.168.1.62,Sucesso,,,False,False,True,False
189,joao_dev,2023-11-10 18:04:31,192.168.1.3,Sucesso,,,False,False,True,False
190,renato_log,2023-12-09 18:49:28,192.168.1.93,Falha,,,False,False,True,False
191,renato_log,2023-11-23 00:55:42,32.176.63.14,Sucesso,,,False,False,True,True
192,tiago_suporte,2023-10-25 18:46:26,192.168.1.239,Sucesso,,,False,False,True,False
193,lucas_ti,2023-11-10 03:46:24,192.168.1.177,Sucesso,,,False,False,True,False
194,lucas_ti,2023-12-05 06:36:45,75.223.150.138,Sucesso,,,False,False,True,True
195,rafael_ops,2023-11-25 18:40:37,192.168.1.74,Sucesso,,,False,False,True,False
196,fernanda_sup,2023-11-21 22:33:51,192.168.1.132,Falha,,,False,False,True,False
197,camila_dp,2023-11-23 04:37:52,30.59.53.92,Sucesso,,,False,False,True,True
198,adm_jose,2023-11-01 18:41:56,38.100.217.98,Sucesso,,,False,False,True,True
